role_id,role_name,domain_interest,required_skill_id,required_skill_name,skill_category,priority,minimum_level,step_order,prerequisite_skill_id
it_manager___erp___digital_systems,IT Manager – ERP & Digital Systems,devops,java,Java,fundamental,high,basic,1,
it_manager___erp___digital_systems,IT Manager – ERP & Digital Systems,devops,typescript,TypeScript,core,high,intermediate,2,java
it_manager___erp___digital_systems,IT Manager – ERP & Digital Systems,devops,golang,Golang,core,high,intermediate,3,typescript
it_manager___erp___digital_systems,IT Manager – ERP & Digital Systems,devops,cybersecurity,Cybersecurity,advanced,medium,advanced,4,golang
it_netwrok___security_assistant_manager,IT Netwrok & Security Assistant Manager,cyber_security,excel,Excel,fundamental,high,basic,1,
it_netwrok___security_assistant_manager,IT Netwrok & Security Assistant Manager,cyber_security,typescript,TypeScript,core,high,intermediate,2,excel
it_netwrok___security_assistant_manager,IT Netwrok & Security Assistant Manager,cyber_security,next_js,Next.js,core,high,intermediate,3,typescript
it_programer_staff,IT PROGRAMER STAFF,web_development,javascript,JavaScript,fundamental,high,basic,1,
it_programer_staff,IT PROGRAMER STAFF,web_development,python,Python,fundamental,high,basic,2,javascript
it_programer_staff,IT PROGRAMER STAFF,web_development,problem_solving,Problem Solving,fundamental,high,basic,3,python
it_programer_staff,IT PROGRAMER STAFF,web_development,react_native,React Native,core,medium,intermediate,4,problem_solving
it_programer_staff,IT PROGRAMER STAFF,web_development,typescript,TypeScript,core,medium,intermediate,5,react_native
it_programer_staff,IT PROGRAMER STAFF,web_development,rest_api,REST API,core,medium,intermediate,6,typescript
it_programer_staff,IT PROGRAMER STAFF,web_development,react_js,React.js,core,medium,intermediate,7,rest_api
it_programer_staff,IT PROGRAMER STAFF,web_development,golang,Golang,core,medium,intermediate,8,react_js
it_programmer,IT PROGRAMMER,web_development,git,Git,fundamental,high,basic,1,
it_programmer,IT PROGRAMMER,web_development,php,PHP,fundamental,high,basic,2,git
it_programmer,IT PROGRAMMER,web_development,laravel,Laravel,core,high,intermediate,3,php
it_programmer,IT PROGRAMMER,web_development,postgresql,PostgreSQL,core,medium,intermediate,4,laravel
it_programmer,IT PROGRAMMER,web_development,mysql,MySQL,core,medium,intermediate,5,postgresql
it_planning___policy_officer,IT Planning & Policy Officer,cyber_security,javascript,JavaScript,fundamental,high,basic,1,
it_planning___policy_officer,IT Planning & Policy Officer,cyber_security,excel,Excel,fundamental,high,basic,2,javascript
it_programmer,IT Programmer,web_development,javascript,JavaScript,fundamental,high,basic,1,
it_programmer,IT Programmer,web_development,sql,SQL,fundamental,high,basic,2,javascript
it_programmer,IT Programmer,web_development,html,HTML,fundamental,high,basic,3,sql
it_programmer,IT Programmer,web_development,problem_solving,Problem Solving,fundamental,medium,basic,4,html
it_programmer,IT Programmer,web_development,php,PHP,fundamental,medium,basic,5,problem_solving
it_programmer,IT Programmer,web_development,git,Git,fundamental,medium,basic,6,php
it_programmer,IT Programmer,web_development,css,CSS,fundamental,medium,basic,7,git
it_programmer,IT Programmer,web_development,ui_ux,UI/UX,core,medium,intermediate,8,css
it_programmer,IT Programmer,web_development,typescript,TypeScript,core,medium,intermediate,9,ui_ux
it_programmer,IT Programmer,web_development,machine_learning,Machine Learning,core,medium,intermediate,10,typescript
it_programmer,IT Programmer,web_development,angular,Angular,core,medium,intermediate,11,machine_learning
it_programmer,IT Programmer,web_development,golang,Golang,core,medium,intermediate,12,angular
it_programmer,IT Programmer,web_development,mysql,MySQL,core,medium,intermediate,13,golang
it_programmer,IT Programmer,web_development,laravel,Laravel,core,medium,intermediate,14,mysql
it_programmer,IT Programmer,web_development,react_native,React Native,core,medium,intermediate,15,laravel
it_programmer,IT Programmer,web_development,node_js,Node.js,core,medium,intermediate,16,react_native
it_programmer,IT Programmer,web_development,postgresql,PostgreSQL,core,medium,intermediate,17,node_js
it_programmer,IT Programmer,web_development,vue_js,Vue.js,core,medium,intermediate,18,postgresql
it_programmer,IT Programmer,web_development,_net,.NET,core,medium,intermediate,19,vue_js
it_programmer,IT Programmer,web_development,rest_api,REST API,core,medium,intermediate,20,_net
it_programmer,IT Programmer,web_development,react_js,React.js,core,medium,intermediate,21,rest_api
it_programmer_bali,IT Programmer Bali,web_development,javascript,JavaScript,fundamental,high,basic,1,
it_programmer_bali,IT Programmer Bali,web_development,php,PHP,fundamental,high,basic,2,javascript
it_programmer_bali,IT Programmer Bali,web_development,laravel,Laravel,core,high,intermediate,3,php
it_programmer_bali,IT Programmer Bali,web_development,_net,.NET,core,medium,intermediate,4,laravel
it_programmer_bali,IT Programmer Bali,web_development,mysql,MySQL,core,medium,intermediate,5,_net
it_programmer_staff,IT Programmer Staff,web_development,java,Java,fundamental,high,basic,1,
it_programmer_staff,IT Programmer Staff,web_development,html,HTML,fundamental,high,basic,2,java
it_programmer_staff,IT Programmer Staff,web_development,python,Python,fundamental,high,basic,3,html
it_programmer_staff,IT Programmer Staff,web_development,excel,Excel,fundamental,medium,basic,4,python
it_programmer_staff,IT Programmer Staff,web_development,sql,SQL,fundamental,medium,basic,5,excel
it_programmer_staff,IT Programmer Staff,web_development,css,CSS,fundamental,medium,basic,6,sql
it_programmer_staff,IT Programmer Staff,web_development,_net,.NET,core,medium,intermediate,7,css
it_programmer_staff,IT Programmer Staff,web_development,postgresql,PostgreSQL,core,medium,intermediate,8,_net
it_programmer_staff,IT Programmer Staff,web_development,rest_api,REST API,core,medium,intermediate,9,postgresql
it_programmer_staff,IT Programmer Staff,web_development,mysql,MySQL,core,medium,intermediate,10,rest_api
it_programmer_staff,IT Programmer Staff,web_development,machine_learning,Machine Learning,core,medium,intermediate,11,mysql
it_project_management,IT Project Management,ai_ml,agile_scrum,Agile/Scrum,fundamental,high,basic,1,
it_project_management,IT Project Management,ai_ml,machine_learning,Machine Learning,core,high,intermediate,2,agile_scrum
it_project_management,IT Project Management,ai_ml,bigquery,BigQuery,advanced,high,advanced,3,machine_learning
it_project_management,IT Project Management,ai_ml,gcp,GCP,advanced,medium,advanced,4,bigquery
it_project_manager,IT Project Manager,cyber_security,agile_scrum,Agile/Scrum,fundamental,high,basic,1,
it_project_manager,IT Project Manager,cyber_security,typescript,TypeScript,core,high,intermediate,2,agile_scrum
it_project_manager,IT Project Manager,cyber_security,azure,Azure,advanced,high,advanced,3,typescript
it_project_manager,IT Project Manager,cyber_security,gcp,GCP,advanced,medium,advanced,4,azure
it_project_manager,IT Project Manager,cyber_security,aws,AWS,advanced,medium,advanced,5,gcp
it_project_manager,IT Project Manager,cyber_security,cybersecurity,Cybersecurity,advanced,medium,advanced,6,aws
it_risk_management,IT Risk Management,cyber_security,sql,SQL,fundamental,high,basic,1,
it_risk_management,IT Risk Management,cyber_security,excel,Excel,fundamental,high,basic,2,sql
it_risk_management,IT Risk Management,cyber_security,typescript,TypeScript,core,high,intermediate,3,excel
it_security,IT Security,cyber_security,penetration_testing,Penetration Testing,advanced,high,advanced,1,
it_security,IT Security,cyber_security,cybersecurity,Cybersecurity,advanced,high,advanced,2,penetration_testing
it_security,IT Security,cyber_security,linux,Linux,advanced,high,advanced,3,cybersecurity
it_security___government__risk_and_compliance,"IT Security & Government, Risk and Compliance",cyber_security,typescript,TypeScript,core,high,intermediate,1,
it_security___government__risk_and_compliance,"IT Security & Government, Risk and Compliance",cyber_security,penetration_testing,Penetration Testing,advanced,high,advanced,2,typescript
it_security_analyst,IT Security Analyst,cyber_security,typescript,TypeScript,core,high,intermediate,1,
it_security_analyst,IT Security Analyst,cyber_security,cybersecurity,Cybersecurity,advanced,high,advanced,2,typescript
it_security_blue_team,IT Security Blue Team,cyber_security,excel,Excel,fundamental,high,basic,1,
it_security_blue_team,IT Security Blue Team,cyber_security,rest_api,REST API,core,high,intermediate,2,excel
it_security_engineer,IT Security Engineer,ai_ml,python,Python,fundamental,high,basic,1,
it_security_engineer,IT Security Engineer,ai_ml,typescript,TypeScript,core,high,intermediate,2,python
it_security_engineer,IT Security Engineer,ai_ml,golang,Golang,core,high,intermediate,3,typescript
it_security_engineer,IT Security Engineer,ai_ml,machine_learning,Machine Learning,core,medium,intermediate,4,golang
it_security_engineer,IT Security Engineer,ai_ml,azure,Azure,advanced,medium,advanced,5,machine_learning
it_security_engineer,IT Security Engineer,ai_ml,kubernetes,Kubernetes,advanced,medium,advanced,6,azure
it_security_engineer,IT Security Engineer,ai_ml,gcp,GCP,advanced,medium,advanced,7,kubernetes
it_security_engineer,IT Security Engineer,ai_ml,ci_cd,CI/CD,advanced,medium,advanced,8,gcp
it_security_engineer,IT Security Engineer,ai_ml,linux,Linux,advanced,medium,advanced,9,ci_cd
it_security_engineer,IT Security Engineer,ai_ml,aws,AWS,advanced,medium,advanced,10,linux
it_security_engineer,IT Security Engineer,cyber_security,python,Python,fundamental,high,basic,1,
it_security_engineer,IT Security Engineer,cyber_security,typescript,TypeScript,core,high,intermediate,2,python
it_security_engineer,IT Security Engineer,cyber_security,golang,Golang,core,high,intermediate,3,typescript
it_security_engineer,IT Security Engineer,cyber_security,machine_learning,Machine Learning,core,medium,intermediate,4,golang
it_security_engineer,IT Security Engineer,cyber_security,azure,Azure,advanced,medium,advanced,5,machine_learning
it_security_engineer,IT Security Engineer,cyber_security,kubernetes,Kubernetes,advanced,medium,advanced,6,azure
it_security_engineer,IT Security Engineer,cyber_security,gcp,GCP,advanced,medium,advanced,7,kubernetes
it_security_engineer,IT Security Engineer,cyber_security,ci_cd,CI/CD,advanced,medium,advanced,8,gcp
it_security_engineer,IT Security Engineer,cyber_security,linux,Linux,advanced,medium,advanced,9,ci_cd
it_security_engineer,IT Security Engineer,cyber_security,aws,AWS,advanced,medium,advanced,10,linux
it_security_engineer,IT Security Engineer,data_science,python,Python,fundamental,high,basic,1,
it_security_engineer,IT Security Engineer,data_science,typescript,TypeScript,core,high,intermediate,2,python
it_security_engineer,IT Security Engineer,data_science,golang,Golang,core,high,intermediate,3,typescript
it_security_engineer,IT Security Engineer,data_science,machine_learning,Machine Learning,core,medium,intermediate,4,golang
it_security_engineer,IT Security Engineer,data_science,azure,Azure,advanced,medium,advanced,5,machine_learning
it_security_engineer,IT Security Engineer,data_science,kubernetes,Kubernetes,advanced,medium,advanced,6,azure
it_security_engineer,IT Security Engineer,data_science,gcp,GCP,advanced,medium,advanced,7,kubernetes
it_security_engineer,IT Security Engineer,data_science,ci_cd,CI/CD,advanced,medium,advanced,8,gcp
it_security_engineer,IT Security Engineer,data_science,linux,Linux,advanced,medium,advanced,9,ci_cd
it_security_engineer,IT Security Engineer,data_science,aws,AWS,advanced,medium,advanced,10,linux
it_security_engineer,IT Security Engineer,devops,python,Python,fundamental,high,basic,1,
it_security_engineer,IT Security Engineer,devops,typescript,TypeScript,core,high,intermediate,2,python
it_security_engineer,IT Security Engineer,devops,golang,Golang,core,high,intermediate,3,typescript
it_security_engineer,IT Security Engineer,devops,machine_learning,Machine Learning,core,medium,intermediate,4,golang
it_security_engineer,IT Security Engineer,devops,azure,Azure,advanced,medium,advanced,5,machine_learning
it_security_engineer,IT Security Engineer,devops,kubernetes,Kubernetes,advanced,medium,advanced,6,azure
it_security_engineer,IT Security Engineer,devops,gcp,GCP,advanced,medium,advanced,7,kubernetes
it_security_engineer,IT Security Engineer,devops,ci_cd,CI/CD,advanced,medium,advanced,8,gcp
it_security_engineer,IT Security Engineer,devops,linux,Linux,advanced,medium,advanced,9,ci_cd
it_security_engineer,IT Security Engineer,devops,aws,AWS,advanced,medium,advanced,10,linux
it_security_manager,IT Security Manager,cyber_security,typescript,TypeScript,core,high,intermediate,1,
it_security_manager,IT Security Manager,cyber_security,azure,Azure,advanced,high,advanced,2,typescript
it_security_manager,IT Security Manager,cyber_security,gcp,GCP,advanced,high,advanced,3,azure
it_security_manager,IT Security Manager,cyber_security,aws,AWS,advanced,medium,advanced,4,gcp
it_security_manager,IT Security Manager,cyber_security,cybersecurity,Cybersecurity,advanced,medium,advanced,5,aws
it_security_manager,IT Security Manager,devops,typescript,TypeScript,core,high,intermediate,1,
it_security_manager,IT Security Manager,devops,azure,Azure,advanced,high,advanced,2,typescript
it_security_manager,IT Security Manager,devops,gcp,GCP,advanced,high,advanced,3,azure
it_security_manager,IT Security Manager,devops,aws,AWS,advanced,medium,advanced,4,gcp
it_security_manager,IT Security Manager,devops,cybersecurity,Cybersecurity,advanced,medium,advanced,5,aws
it_security_specialist,IT Security Specialist,cyber_security,python,Python,fundamental,high,basic,1,
it_security_specialist,IT Security Specialist,cyber_security,typescript,TypeScript,core,high,intermediate,2,python
it_security_specialist,IT Security Specialist,cyber_security,gcp,GCP,advanced,high,advanced,3,typescript
it_security_specialist,IT Security Specialist,cyber_security,penetration_testing,Penetration Testing,advanced,medium,advanced,4,gcp
it_security_specialist,IT Security Specialist,cyber_security,aws,AWS,advanced,medium,advanced,5,penetration_testing
it_security_specialist,IT Security Specialist,cyber_security,cybersecurity,Cybersecurity,advanced,medium,advanced,6,aws
it_security_specialist,IT Security Specialist,devops,python,Python,fundamental,high,basic,1,
it_security_specialist,IT Security Specialist,devops,typescript,TypeScript,core,high,intermediate,2,python
it_security_specialist,IT Security Specialist,devops,gcp,GCP,advanced,high,advanced,3,typescript
it_security_specialist,IT Security Specialist,devops,penetration_testing,Penetration Testing,advanced,medium,advanced,4,gcp
it_security_specialist,IT Security Specialist,devops,aws,AWS,advanced,medium,advanced,5,penetration_testing
it_security_specialist,IT Security Specialist,devops,cybersecurity,Cybersecurity,advanced,medium,advanced,6,aws
it_senior_specialist_manager,IT Senior Specialist/Manager,cyber_security,typescript,TypeScript,core,high,intermediate,1,
it_senior_specialist_manager,IT Senior Specialist/Manager,cyber_security,tableau,Tableau,core,high,intermediate,2,typescript
it_senior_specialist_manager,IT Senior Specialist/Manager,cyber_security,machine_learning,Machine Learning,core,high,intermediate,3,tableau
it_senior_specialist_manager,IT Senior Specialist/Manager,cyber_security,power_bi,Power BI,core,medium,intermediate,4,machine_learning
it_senior_specialist_manager,IT Senior Specialist/Manager,cyber_security,azure,Azure,advanced,medium,advanced,5,power_bi
it_senior_specialist_manager,IT Senior Specialist/Manager,cyber_security,gcp,GCP,advanced,medium,advanced,6,azure
it_senior_specialist_manager,IT Senior Specialist/Manager,cyber_security,aws,AWS,advanced,medium,advanced,7,gcp
it_senior_specialist_manager,IT Senior Specialist/Manager,cyber_security,cybersecurity,Cybersecurity,advanced,medium,advanced,8,aws
it_senior_specialist_manager,IT Senior Specialist/Manager,devops,typescript,TypeScript,core,high,intermediate,1,
it_senior_specialist_manager,IT Senior Specialist/Manager,devops,tableau,Tableau,core,high,intermediate,2,typescript
it_senior_specialist_manager,IT Senior Specialist/Manager,devops,machine_learning,Machine Learning,core,high,intermediate,3,tableau
it_senior_specialist_manager,IT Senior Specialist/Manager,devops,power_bi,Power BI,core,medium,intermediate,4,machine_learning
it_senior_specialist_manager,IT Senior Specialist/Manager,devops,azure,Azure,advanced,medium,advanced,5,power_bi
it_senior_specialist_manager,IT Senior Specialist/Manager,devops,gcp,GCP,advanced,medium,advanced,6,azure
it_senior_specialist_manager,IT Senior Specialist/Manager,devops,aws,AWS,advanced,medium,advanced,7,gcp
it_senior_specialist_manager,IT Senior Specialist/Manager,devops,cybersecurity,Cybersecurity,advanced,medium,advanced,8,aws
it_staff__network___hardware_support_,IT Staff (Network & Hardware Support),cyber_security,typescript,TypeScript,core,high,intermediate,1,
it_staff__network___hardware_support_,IT Staff (Network & Hardware Support),cyber_security,linux,Linux,advanced,high,advanced,2,typescript
it_staff__web_developer_,IT Staff (Web Developer),ai_ml,html,HTML,fundamental,high,basic,1,
it_staff__web_developer_,IT Staff (Web Developer),ai_ml,python,Python,fundamental,high,basic,2,html
it_staff__web_developer_,IT Staff (Web Developer),ai_ml,sql,SQL,fundamental,high,basic,3,python
it_staff__web_developer_,IT Staff (Web Developer),ai_ml,php,PHP,fundamental,medium,basic,4,sql
it_staff__web_developer_,IT Staff (Web Developer),ai_ml,laravel,Laravel,core,medium,intermediate,5,php
it_staff__web_developer_,IT Staff (Web Developer),ai_ml,machine_learning,Machine Learning,core,medium,intermediate,6,laravel
it_staff__web_developer_,IT Staff (Web Developer),web_development,html,HTML,fundamental,high,basic,1,
it_staff__web_developer_,IT Staff (Web Developer),web_development,python,Python,fundamental,high,basic,2,html
it_staff__web_developer_,IT Staff (Web Developer),web_development,sql,SQL,fundamental,high,basic,3,python
it_staff__web_developer_,IT Staff (Web Developer),web_development,php,PHP,fundamental,medium,basic,4,sql
it_staff__web_developer_,IT Staff (Web Developer),web_development,laravel,Laravel,core,medium,intermediate,5,php
it_staff__web_developer_,IT Staff (Web Developer),web_development,machine_learning,Machine Learning,core,medium,intermediate,6,laravel
it_system_analyst,IT System Analyst,data_science,html,HTML,fundamental,high,basic,1,
it_system_analyst,IT System Analyst,data_science,javascript,JavaScript,fundamental,high,basic,2,html
it_system_analyst,IT System Analyst,data_science,java,Java,fundamental,high,basic,3,javascript
it_system_analyst,IT System Analyst,data_science,sql,SQL,fundamental,medium,basic,4,java
it_system_analyst,IT System Analyst,data_science,php,PHP,fundamental,medium,basic,5,sql
it_system_analyst,IT System Analyst,data_science,vue_js,Vue.js,core,medium,intermediate,6,php
it_system_analyst,IT System Analyst,data_science,node_js,Node.js,core,medium,intermediate,7,vue_js
it_system_analyst,IT System Analyst,data_science,postgresql,PostgreSQL,core,medium,intermediate,8,node_js
it_system_analyst,IT System Analyst,data_science,rest_api,REST API,core,medium,intermediate,9,postgresql
it_system_analyst,IT System Analyst,data_science,react_js,React.js,core,medium,intermediate,10,rest_api
it_system_analyst,IT System Analyst,data_science,mysql,MySQL,core,medium,intermediate,11,react_js
it_system_analyst,IT System Analyst,data_science,machine_learning,Machine Learning,core,medium,intermediate,12,mysql
it_system_analyst,IT System Analyst,web_development,html,HTML,fundamental,high,basic,1,
it_system_analyst,IT System Analyst,web_development,javascript,JavaScript,fundamental,high,basic,2,html
it_system_analyst,IT System Analyst,web_development,java,Java,fundamental,high,basic,3,javascript
it_system_analyst,IT System Analyst,web_development,sql,SQL,fundamental,medium,basic,4,java
it_system_analyst,IT System Analyst,web_development,php,PHP,fundamental,medium,basic,5,sql
it_system_analyst,IT System Analyst,web_development,vue_js,Vue.js,core,medium,intermediate,6,php
it_system_analyst,IT System Analyst,web_development,node_js,Node.js,core,medium,intermediate,7,vue_js
it_system_analyst,IT System Analyst,web_development,postgresql,PostgreSQL,core,medium,intermediate,8,node_js
it_system_analyst,IT System Analyst,web_development,rest_api,REST API,core,medium,intermediate,9,postgresql
it_system_analyst,IT System Analyst,web_development,react_js,React.js,core,medium,intermediate,10,rest_api
it_system_analyst,IT System Analyst,web_development,mysql,MySQL,core,medium,intermediate,11,react_js
it_system_analyst,IT System Analyst,web_development,machine_learning,Machine Learning,core,medium,intermediate,12,mysql
it_system_engineering___administrator,IT System Engineering & Administrator,cyber_security,sql,SQL,fundamental,high,basic,1,
it_system_engineering___administrator,IT System Engineering & Administrator,cyber_security,typescript,TypeScript,core,high,intermediate,2,sql
it_system_engineering___administrator,IT System Engineering & Administrator,cyber_security,azure,Azure,advanced,high,advanced,3,typescript
it_system_engineering___administrator,IT System Engineering & Administrator,cyber_security,gcp,GCP,advanced,medium,advanced,4,azure
it_system_engineering___administrator,IT System Engineering & Administrator,cyber_security,aws,AWS,advanced,medium,advanced,5,gcp
it_trainer,IT Trainer,ai_ml,python,Python,fundamental,high,basic,1,
it_trainer,IT Trainer,ai_ml,agile_scrum,Agile/Scrum,fundamental,high,basic,2,python
it_trainer,IT Trainer,ai_ml,sql,SQL,fundamental,high,basic,3,agile_scrum
it_trainer,IT Trainer,ai_ml,r,R,fundamental,medium,basic,4,sql
it_trainer,IT Trainer,ai_ml,git,Git,fundamental,medium,basic,5,r
it_trainer,IT Trainer,ai_ml,typescript,TypeScript,core,medium,intermediate,6,git
it_trainer,IT Trainer,ai_ml,figma,Figma,core,medium,intermediate,7,typescript
it_trainer,IT Trainer,ai_ml,machine_learning,Machine Learning,core,medium,intermediate,8,figma
it_trainer,IT Trainer,ai_ml,azure,Azure,advanced,medium,advanced,9,machine_learning
it_trainer,IT Trainer,ai_ml,etl,ETL,advanced,medium,advanced,10,azure
it_trainer,IT Trainer,ai_ml,ci_cd,CI/CD,advanced,medium,advanced,11,etl
it_trainer,IT Trainer,ai_ml,tensorflow,TensorFlow,advanced,medium,advanced,12,ci_cd
it_trainer,IT Trainer,ai_ml,deep_learning,Deep Learning,advanced,medium,advanced,13,tensorflow
it_trainer,IT Trainer,ai_ml,pytorch,PyTorch,advanced,medium,advanced,14,deep_learning
it_trainer,IT Trainer,ai_ml,cybersecurity,Cybersecurity,advanced,medium,advanced,15,pytorch
it_web_developer,IT Web Developer,web_development,html,HTML,fundamental,high,basic,1,
it_web_developer,IT Web Developer,web_development,javascript,JavaScript,fundamental,high,basic,2,html
it_web_developer,IT Web Developer,web_development,sql,SQL,fundamental,high,basic,3,javascript
it_web_developer,IT Web Developer,web_development,php,PHP,fundamental,medium,basic,4,sql
it_web_developer,IT Web Developer,web_development,css,CSS,fundamental,medium,basic,5,php
it_web_developer,IT Web Developer,web_development,typescript,TypeScript,core,medium,intermediate,6,css
it_web_developer,IT Web Developer,web_development,laravel,Laravel,core,medium,intermediate,7,typescript
it_web_developer,IT Web Developer,web_development,ui_ux,UI/UX,core,medium,intermediate,8,laravel
it_web_developer,IT Web Developer,web_development,rest_api,REST API,core,medium,intermediate,9,ui_ux
it_web_developer,IT Web Developer,web_development,mysql,MySQL,core,medium,intermediate,10,rest_api
it_web_developer,IT Web Developer,web_development,machine_learning,Machine Learning,core,medium,intermediate,11,mysql
it_web_developer_programmer_staff,IT Web Developer Programmer Staff,web_development,sql,SQL,fundamental,high,basic,1,
it_web_developer_programmer_staff,IT Web Developer Programmer Staff,web_development,java,Java,fundamental,high,basic,2,sql
it_web_developer_programmer_staff,IT Web Developer Programmer Staff,web_development,css,CSS,fundamental,high,basic,3,java
it_web_developer_programmer_staff,IT Web Developer Programmer Staff,web_development,laravel,Laravel,core,medium,intermediate,4,css
industrial_software_developer___program_analyst,Industrial Software Developer & Program Analyst,web_development,python,Python,fundamental,high,basic,1,
industrial_software_developer___program_analyst,Industrial Software Developer & Program Analyst,web_development,javascript,JavaScript,fundamental,high,basic,2,python
industrial_software_developer___program_analyst,Industrial Software Developer & Program Analyst,web_development,sql,SQL,fundamental,high,basic,3,javascript
industrial_software_developer___program_analyst,Industrial Software Developer & Program Analyst,web_development,postgresql,PostgreSQL,core,medium,intermediate,4,sql
industrial_software_developer___program_analyst,Industrial Software Developer & Program Analyst,web_development,rest_api,REST API,core,medium,intermediate,5,postgresql
industrial_software_developer___program_analyst,Industrial Software Developer & Program Analyst,web_development,mysql,MySQL,core,medium,intermediate,6,rest_api
industrial_software_developer___program_analyst,Industrial Software Developer & Program Analyst,web_development,mongodb,MongoDB,core,medium,intermediate,7,mysql
industrial_software_developer___program_analyst,Industrial Software Developer & Program Analyst,web_development,etl,ETL,advanced,medium,advanced,8,mongodb
industrial_software_developer___program_analyst,Industrial Software Developer & Program Analyst,web_development,tensorflow,TensorFlow,advanced,medium,advanced,9,etl
industrial_software_developer___program_analyst,Industrial Software Developer & Program Analyst,web_development,pytorch,PyTorch,advanced,medium,advanced,10,tensorflow
information_technology__programmer_,Information Technology (Programmer),web_development,javascript,JavaScript,fundamental,high,basic,1,
information_technology__programmer_,Information Technology (Programmer),web_development,excel,Excel,fundamental,high,basic,2,javascript
information_technology__programmer_,Information Technology (Programmer),web_development,sql,SQL,fundamental,high,basic,3,excel
information_technology__programmer_,Information Technology (Programmer),web_development,php,PHP,fundamental,medium,basic,4,sql
information_technology__programmer_,Information Technology (Programmer),web_development,css,CSS,fundamental,medium,basic,5,php
infosec_analyst,Infosec Analyst,cyber_security,sql,SQL,fundamental,high,basic,1,
infosec_analyst,Infosec Analyst,cyber_security,python,Python,fundamental,high,basic,2,sql
infosec_analyst,Infosec Analyst,cyber_security,penetration_testing,Penetration Testing,advanced,high,advanced,3,python
infosec_analyst,Infosec Analyst,data_science,sql,SQL,fundamental,high,basic,1,
infosec_analyst,Infosec Analyst,data_science,python,Python,fundamental,high,basic,2,sql
infosec_analyst,Infosec Analyst,data_science,penetration_testing,Penetration Testing,advanced,high,advanced,3,python
infrastructure___server_engineer__aws__monitoring____mt5_,"Infrastructure & Server Engineer (AWS, Monitoring, & MT5)",cyber_security,python,Python,fundamental,high,basic,1,
infrastructure___server_engineer__aws__monitoring____mt5_,"Infrastructure & Server Engineer (AWS, Monitoring, & MT5)",cyber_security,problem_solving,Problem Solving,fundamental,high,basic,2,python
infrastructure___server_engineer__aws__monitoring____mt5_,"Infrastructure & Server Engineer (AWS, Monitoring, & MT5)",cyber_security,git,Git,fundamental,high,basic,3,problem_solving
infrastructure___server_engineer__aws__monitoring____mt5_,"Infrastructure & Server Engineer (AWS, Monitoring, & MT5)",cyber_security,kubernetes,Kubernetes,advanced,medium,advanced,4,git
infrastructure___server_engineer__aws__monitoring____mt5_,"Infrastructure & Server Engineer (AWS, Monitoring, & MT5)",cyber_security,docker,Docker,advanced,medium,advanced,5,kubernetes
infrastructure___server_engineer__aws__monitoring____mt5_,"Infrastructure & Server Engineer (AWS, Monitoring, & MT5)",cyber_security,ci_cd,CI/CD,advanced,medium,advanced,6,docker
infrastructure___server_engineer__aws__monitoring____mt5_,"Infrastructure & Server Engineer (AWS, Monitoring, & MT5)",cyber_security,linux,Linux,advanced,medium,advanced,7,ci_cd
infrastructure___server_engineer__aws__monitoring____mt5_,"Infrastructure & Server Engineer (AWS, Monitoring, & MT5)",cyber_security,aws,AWS,advanced,medium,advanced,8,linux
infrastructure___server_engineer__aws__monitoring____mt5_,"Infrastructure & Server Engineer (AWS, Monitoring, & MT5)",devops,python,Python,fundamental,high,basic,1,
infrastructure___server_engineer__aws__monitoring____mt5_,"Infrastructure & Server Engineer (AWS, Monitoring, & MT5)",devops,problem_solving,Problem Solving,fundamental,high,basic,2,python
infrastructure___server_engineer__aws__monitoring____mt5_,"Infrastructure & Server Engineer (AWS, Monitoring, & MT5)",devops,git,Git,fundamental,high,basic,3,problem_solving
infrastructure___server_engineer__aws__monitoring____mt5_,"Infrastructure & Server Engineer (AWS, Monitoring, & MT5)",devops,kubernetes,Kubernetes,advanced,medium,advanced,4,git
infrastructure___server_engineer__aws__monitoring____mt5_,"Infrastructure & Server Engineer (AWS, Monitoring, & MT5)",devops,docker,Docker,advanced,medium,advanced,5,kubernetes
infrastructure___server_engineer__aws__monitoring____mt5_,"Infrastructure & Server Engineer (AWS, Monitoring, & MT5)",devops,ci_cd,CI/CD,advanced,medium,advanced,6,docker
infrastructure___server_engineer__aws__monitoring____mt5_,"Infrastructure & Server Engineer (AWS, Monitoring, & MT5)",devops,linux,Linux,advanced,medium,advanced,7,ci_cd
infrastructure___server_engineer__aws__monitoring____mt5_,"Infrastructure & Server Engineer (AWS, Monitoring, & MT5)",devops,aws,AWS,advanced,medium,advanced,8,linux
infrastructure_engineer,Infrastructure Engineer,cyber_security,javascript,JavaScript,fundamental,high,basic,1,
infrastructure_engineer,Infrastructure Engineer,cyber_security,python,Python,fundamental,high,basic,2,javascript
infrastructure_engineer,Infrastructure Engineer,cyber_security,excel,Excel,fundamental,high,basic,3,python
infrastructure_engineer,Infrastructure Engineer,cyber_security,problem_solving,Problem Solving,fundamental,medium,basic,4,excel
infrastructure_engineer,Infrastructure Engineer,cyber_security,git,Git,fundamental,medium,basic,5,problem_solving
infrastructure_engineer,Infrastructure Engineer,cyber_security,typescript,TypeScript,core,medium,intermediate,6,git
infrastructure_engineer,Infrastructure Engineer,cyber_security,node_js,Node.js,core,medium,intermediate,7,typescript
infrastructure_engineer,Infrastructure Engineer,cyber_security,docker,Docker,advanced,medium,advanced,8,node_js
