question_id,domain_interest,target_role,current_level,blocker_type,question,answer_type,options,purpose,priority
Q_AI_M_0542,ai_ml,machine_learning_engineer,basic,no_portfolio,Pertanyaan untuk machine_learning_engineer level basic mengenai blocker no_portfolio pada skill model_training?,single_choice,belum_paham|paham_dasar|cukup_paham,val_ai_ml_542,high
Q_CYBE_0543,cyber_security,soc_analyst,intermediate,skill_gap_confusion,Pertanyaan untuk soc_analyst level intermediate mengenai blocker skill_gap_confusion pada skill networking_fundamental?,single_choice,belum_paham|paham_dasar|cukup_paham,val_cyber_security_543,high
Q_WEB__0544,web_development,frontend_developer,advanced,skill_gap_confusion,Pertanyaan untuk frontend_developer level advanced mengenai blocker skill_gap_confusion pada skill javascript_basic?,single_choice,belum_paham|paham_dasar|cukup_paham,val_web_development_544,high
Q_UI_U_0545,ui_ux,ui_ux_designer,beginner,skill_gap_confusion,Pertanyaan untuk ui_ux_designer level beginner mengenai blocker skill_gap_confusion pada skill wireframing?,single_choice,belum_paham|paham_dasar|cukup_paham,val_ui_ux_545,high
Q_WEB__0546,web_development,frontend_developer,basic,no_starting_point,Pertanyaan untuk frontend_developer level basic mengenai blocker no_starting_point pada skill javascript_basic?,single_choice,belum_paham|paham_dasar|cukup_paham,val_web_development_546,high
Q_UI_U_0547,ui_ux,ui_ux_designer,intermediate,no_foundation,Pertanyaan untuk ui_ux_designer level intermediate mengenai blocker no_foundation pada skill wireframing?,single_choice,belum_paham|paham_dasar|cukup_paham,val_ui_ux_547,high
Q_UI_U_0548,ui_ux,ui_ux_designer,intermediate,no_portfolio,Pertanyaan untuk ui_ux_designer level intermediate mengenai blocker no_portfolio pada skill wireframing?,single_choice,belum_paham|paham_dasar|cukup_paham,val_ui_ux_548,high
Q_DATA_0549,data_science,data_analyst,basic,no_portfolio,Pertanyaan untuk data_analyst level basic mengenai blocker no_portfolio pada skill sql_basic?,single_choice,belum_paham|paham_dasar|cukup_paham,val_data_science_549,high
Q_UI_U_0550,ui_ux,ui_ux_designer,basic,no_foundation,Pertanyaan untuk ui_ux_designer level basic mengenai blocker no_foundation pada skill wireframing?,single_choice,belum_paham|paham_dasar|cukup_paham,val_ui_ux_550,high
Q_DATA_0551,data_science,data_analyst,basic,no_foundation,Pertanyaan untuk data_analyst level basic mengenai blocker no_foundation pada skill python_basic?,single_choice,belum_paham|paham_dasar|cukup_paham,val_data_science_551,high
Q_DATA_0552,data_science,data_analyst,intermediate,no_foundation,Pertanyaan untuk data_analyst level intermediate mengenai blocker no_foundation pada skill spreadsheet_basic?,single_choice,belum_paham|paham_dasar|cukup_paham,val_data_science_552,high
Q_CYBE_0553,cyber_security,soc_analyst,beginner,no_portfolio,Pertanyaan untuk soc_analyst level beginner mengenai blocker no_portfolio pada skill networking_fundamental?,single_choice,belum_paham|paham_dasar|cukup_paham,val_cyber_security_553,high
Q_WEB__0554,web_development,frontend_developer,advanced,no_starting_point,Pertanyaan untuk frontend_developer level advanced mengenai blocker no_starting_point pada skill html_basic?,single_choice,belum_paham|paham_dasar|cukup_paham,val_web_development_554,high
Q_AI_M_0555,ai_ml,machine_learning_engineer,intermediate,skill_gap_confusion,Pertanyaan untuk machine_learning_engineer level intermediate mengenai blocker skill_gap_confusion pada skill python_basic?,single_choice,belum_paham|paham_dasar|cukup_paham,val_ai_ml_555,high
Q_DATA_0556,data_science,data_analyst,beginner,no_starting_point,Pertanyaan untuk data_analyst level beginner mengenai blocker no_starting_point pada skill sql_basic?,single_choice,belum_paham|paham_dasar|cukup_paham,val_data_science_556,high
Q_DATA_0557,data_science,data_analyst,advanced,no_starting_point,Pertanyaan untuk data_analyst level advanced mengenai blocker no_starting_point pada skill python_basic?,single_choice,belum_paham|paham_dasar|cukup_paham,val_data_science_557,high
Q_CYBE_0558,cyber_security,soc_analyst,intermediate,skill_gap_confusion,Pertanyaan untuk soc_analyst level intermediate mengenai blocker skill_gap_confusion pada skill log_analysis?,single_choice,belum_paham|paham_dasar|cukup_paham,val_cyber_security_558,high
Q_CYBE_0559,cyber_security,soc_analyst,advanced,skill_gap_confusion,Pertanyaan untuk soc_analyst level advanced mengenai blocker skill_gap_confusion pada skill linux_basic?,single_choice,belum_paham|paham_dasar|cukup_paham,val_cyber_security_559,high
Q_UI_U_0560,ui_ux,ui_ux_designer,advanced,no_portfolio,Pertanyaan untuk ui_ux_designer level advanced mengenai blocker no_portfolio pada skill wireframing?,single_choice,belum_paham|paham_dasar|cukup_paham,val_ui_ux_560,high
Q_DATA_0561,data_science,data_analyst,advanced,no_portfolio,Pertanyaan untuk data_analyst level advanced mengenai blocker no_portfolio pada skill python_basic?,single_choice,belum_paham|paham_dasar|cukup_paham,val_data_science_561,high
Q_DATA_0562,data_science,data_analyst,basic,no_portfolio,Pertanyaan untuk data_analyst level basic mengenai blocker no_portfolio pada skill spreadsheet_basic?,single_choice,belum_paham|paham_dasar|cukup_paham,val_data_science_562,high
Q_WEB__0563,web_development,frontend_developer,advanced,no_foundation,Pertanyaan untuk frontend_developer level advanced mengenai blocker no_foundation pada skill css_basic?,single_choice,belum_paham|paham_dasar|cukup_paham,val_web_development_563,high
Q_WEB__0564,web_development,frontend_developer,beginner,no_starting_point,Pertanyaan untuk frontend_developer level beginner mengenai blocker no_starting_point pada skill javascript_basic?,single_choice,belum_paham|paham_dasar|cukup_paham,val_web_development_564,high
Q_CYBE_0565,cyber_security,soc_analyst,beginner,skill_gap_confusion,Pertanyaan untuk soc_analyst level beginner mengenai blocker skill_gap_confusion pada skill linux_basic?,single_choice,belum_paham|paham_dasar|cukup_paham,val_cyber_security_565,high
Q_DATA_0566,data_science,data_analyst,beginner,no_starting_point,Pertanyaan untuk data_analyst level beginner mengenai blocker no_starting_point pada skill sql_basic?,single_choice,belum_paham|paham_dasar|cukup_paham,val_data_science_566,high
Q_AI_M_0567,ai_ml,machine_learning_engineer,basic,no_portfolio,Pertanyaan untuk machine_learning_engineer level basic mengenai blocker no_portfolio pada skill mlops?,single_choice,belum_paham|paham_dasar|cukup_paham,val_ai_ml_567,high
Q_UI_U_0568,ui_ux,ui_ux_designer,beginner,no_foundation,Pertanyaan untuk ui_ux_designer level beginner mengenai blocker no_foundation pada skill figma?,single_choice,belum_paham|paham_dasar|cukup_paham,val_ui_ux_568,high
Q_DATA_0569,data_science,data_analyst,basic,no_portfolio,Pertanyaan untuk data_analyst level basic mengenai blocker no_portfolio pada skill sql_basic?,single_choice,belum_paham|paham_dasar|cukup_paham,val_data_science_569,high
Q_WEB__0570,web_development,frontend_developer,intermediate,skill_gap_confusion,Pertanyaan untuk frontend_developer level intermediate mengenai blocker skill_gap_confusion pada skill javascript_basic?,single_choice,belum_paham|paham_dasar|cukup_paham,val_web_development_570,high
Q_WEB__0571,web_development,frontend_developer,basic,skill_gap_confusion,Pertanyaan untuk frontend_developer level basic mengenai blocker skill_gap_confusion pada skill javascript_basic?,single_choice,belum_paham|paham_dasar|cukup_paham,val_web_development_571,high
Q_UI_U_0572,ui_ux,ui_ux_designer,beginner,no_portfolio,Pertanyaan untuk ui_ux_designer level beginner mengenai blocker no_portfolio pada skill wireframing?,single_choice,belum_paham|paham_dasar|cukup_paham,val_ui_ux_572,high
Q_UI_U_0573,ui_ux,ui_ux_designer,beginner,no_portfolio,Pertanyaan untuk ui_ux_designer level beginner mengenai blocker no_portfolio pada skill ui_principles?,single_choice,belum_paham|paham_dasar|cukup_paham,val_ui_ux_573,high
Q_AI_M_0574,ai_ml,machine_learning_engineer,advanced,skill_gap_confusion,Pertanyaan untuk machine_learning_engineer level advanced mengenai blocker skill_gap_confusion pada skill mlops?,single_choice,belum_paham|paham_dasar|cukup_paham,val_ai_ml_574,high
Q_DATA_0575,data_science,data_analyst,advanced,no_portfolio,Pertanyaan untuk data_analyst level advanced mengenai blocker no_portfolio pada skill python_basic?,single_choice,belum_paham|paham_dasar|cukup_paham,val_data_science_575,high
Q_AI_M_0576,ai_ml,machine_learning_engineer,intermediate,no_portfolio,Pertanyaan untuk machine_learning_engineer level intermediate mengenai blocker no_portfolio pada skill mlops?,single_choice,belum_paham|paham_dasar|cukup_paham,val_ai_ml_576,high
Q_CYBE_0577,cyber_security,soc_analyst,beginner,no_foundation,Pertanyaan untuk soc_analyst level beginner mengenai blocker no_foundation pada skill log_analysis?,single_choice,belum_paham|paham_dasar|cukup_paham,val_cyber_security_577,high
Q_UI_U_0578,ui_ux,ui_ux_designer,intermediate,no_foundation,Pertanyaan untuk ui_ux_designer level intermediate mengenai blocker no_foundation pada skill figma?,single_choice,belum_paham|paham_dasar|cukup_paham,val_ui_ux_578,high
Q_UI_U_0579,ui_ux,ui_ux_designer,basic,skill_gap_confusion,Pertanyaan untuk ui_ux_designer level basic mengenai blocker skill_gap_confusion pada skill ui_principles?,single_choice,belum_paham|paham_dasar|cukup_paham,val_ui_ux_579,high
Q_UI_U_0580,ui_ux,ui_ux_designer,basic,no_portfolio,Pertanyaan untuk ui_ux_designer level basic mengenai blocker no_portfolio pada skill wireframing?,single_choice,belum_paham|paham_dasar|cukup_paham,val_ui_ux_580,high
Q_AI_M_0581,ai_ml,machine_learning_engineer,basic,no_starting_point,Pertanyaan untuk machine_learning_engineer level basic mengenai blocker no_starting_point pada skill model_training?,single_choice,belum_paham|paham_dasar|cukup_paham,val_ai_ml_581,high
Q_WEB__0582,web_development,frontend_developer,basic,no_starting_point,Pertanyaan untuk frontend_developer level basic mengenai blocker no_starting_point pada skill javascript_basic?,single_choice,belum_paham|paham_dasar|cukup_paham,val_web_development_582,high
Q_AI_M_0583,ai_ml,machine_learning_engineer,beginner,skill_gap_confusion,Pertanyaan untuk machine_learning_engineer level beginner mengenai blocker skill_gap_confusion pada skill python_basic?,single_choice,belum_paham|paham_dasar|cukup_paham,val_ai_ml_583,high
Q_WEB__0584,web_development,frontend_developer,basic,no_foundation,Pertanyaan untuk frontend_developer level basic mengenai blocker no_foundation pada skill html_basic?,single_choice,belum_paham|paham_dasar|cukup_paham,val_web_development_584,high
Q_AI_M_0585,ai_ml,machine_learning_engineer,intermediate,no_foundation,Pertanyaan untuk machine_learning_engineer level intermediate mengenai blocker no_foundation pada skill mlops?,single_choice,belum_paham|paham_dasar|cukup_paham,val_ai_ml_585,high
Q_DATA_0586,data_science,data_analyst,beginner,no_starting_point,Pertanyaan untuk data_analyst level beginner mengenai blocker no_starting_point pada skill spreadsheet_basic?,single_choice,belum_paham|paham_dasar|cukup_paham,val_data_science_586,high
Q_DATA_0587,data_science,data_analyst,beginner,no_foundation,Pertanyaan untuk data_analyst level beginner mengenai blocker no_foundation pada skill python_basic?,single_choice,belum_paham|paham_dasar|cukup_paham,val_data_science_587,high
Q_UI_U_0588,ui_ux,ui_ux_designer,advanced,skill_gap_confusion,Pertanyaan untuk ui_ux_designer level advanced mengenai blocker skill_gap_confusion pada skill figma?,single_choice,belum_paham|paham_dasar|cukup_paham,val_ui_ux_588,high
Q_WEB__0589,web_development,frontend_developer,basic,no_foundation,Pertanyaan untuk frontend_developer level basic mengenai blocker no_foundation pada skill javascript_basic?,single_choice,belum_paham|paham_dasar|cukup_paham,val_web_development_589,high
Q_DATA_0590,data_science,data_analyst,advanced,no_foundation,Pertanyaan untuk data_analyst level advanced mengenai blocker no_foundation pada skill spreadsheet_basic?,single_choice,belum_paham|paham_dasar|cukup_paham,val_data_science_590,high
Q_UI_U_0591,ui_ux,ui_ux_designer,beginner,no_portfolio,Pertanyaan untuk ui_ux_designer level beginner mengenai blocker no_portfolio pada skill wireframing?,single_choice,belum_paham|paham_dasar|cukup_paham,val_ui_ux_591,high
Q_DATA_0592,data_science,data_analyst,basic,skill_gap_confusion,Pertanyaan untuk data_analyst level basic mengenai blocker skill_gap_confusion pada skill spreadsheet_basic?,single_choice,belum_paham|paham_dasar|cukup_paham,val_data_science_592,high
Q_DATA_0593,data_science,data_analyst,beginner,skill_gap_confusion,Pertanyaan untuk data_analyst level beginner mengenai blocker skill_gap_confusion pada skill python_basic?,single_choice,belum_paham|paham_dasar|cukup_paham,val_data_science_593,high
Q_CYBE_0594,cyber_security,soc_analyst,basic,no_portfolio,Pertanyaan untuk soc_analyst level basic mengenai blocker no_portfolio pada skill log_analysis?,single_choice,belum_paham|paham_dasar|cukup_paham,val_cyber_security_594,high
Q_CYBE_0595,cyber_security,soc_analyst,advanced,no_portfolio,Pertanyaan untuk soc_analyst level advanced mengenai blocker no_portfolio pada skill networking_fundamental?,single_choice,belum_paham|paham_dasar|cukup_paham,val_cyber_security_595,high
Q_WEB__0596,web_development,frontend_developer,intermediate,skill_gap_confusion,Pertanyaan untuk frontend_developer level intermediate mengenai blocker skill_gap_confusion pada skill javascript_basic?,single_choice,belum_paham|paham_dasar|cukup_paham,val_web_development_596,high
Q_CYBE_0597,cyber_security,soc_analyst,beginner,no_foundation,Pertanyaan untuk soc_analyst level beginner mengenai blocker no_foundation pada skill log_analysis?,single_choice,belum_paham|paham_dasar|cukup_paham,val_cyber_security_597,high
Q_AI_M_0598,ai_ml,machine_learning_engineer,basic,no_portfolio,Pertanyaan untuk machine_learning_engineer level basic mengenai blocker no_portfolio pada skill mlops?,single_choice,belum_paham|paham_dasar|cukup_paham,val_ai_ml_598,high
Q_WEB__0599,web_development,frontend_developer,intermediate,skill_gap_confusion,Pertanyaan untuk frontend_developer level intermediate mengenai blocker skill_gap_confusion pada skill html_basic?,single_choice,belum_paham|paham_dasar|cukup_paham,val_web_development_599,high
Q_CYBE_0600,cyber_security,soc_analyst,beginner,no_starting_point,Pertanyaan untuk soc_analyst level beginner mengenai blocker no_starting_point pada skill networking_fundamental?,single_choice,belum_paham|paham_dasar|cukup_paham,val_cyber_security_600,high
Q_CYBE_0601,cyber_security,soc_analyst,advanced,no_starting_point,Pertanyaan untuk soc_analyst level advanced mengenai blocker no_starting_point pada skill linux_basic?,single_choice,belum_paham|paham_dasar|cukup_paham,val_cyber_security_601,high
Q_AI_M_0602,ai_ml,machine_learning_engineer,intermediate,no_starting_point,Pertanyaan untuk machine_learning_engineer level intermediate mengenai blocker no_starting_point pada skill python_basic?,single_choice,belum_paham|paham_dasar|cukup_paham,val_ai_ml_602,high
Q_CYBE_0603,cyber_security,soc_analyst,beginner,no_foundation,Pertanyaan untuk soc_analyst level beginner mengenai blocker no_foundation pada skill log_analysis?,single_choice,belum_paham|paham_dasar|cukup_paham,val_cyber_security_603,high
Q_CYBE_0604,cyber_security,soc_analyst,advanced,skill_gap_confusion,Pertanyaan untuk soc_analyst level advanced mengenai blocker skill_gap_confusion pada skill log_analysis?,single_choice,belum_paham|paham_dasar|cukup_paham,val_cyber_security_604,high
Q_CYBE_0605,cyber_security,soc_analyst,intermediate,skill_gap_confusion,Pertanyaan untuk soc_analyst level intermediate mengenai blocker skill_gap_confusion pada skill networking_fundamental?,single_choice,belum_paham|paham_dasar|cukup_paham,val_cyber_security_605,high
Q_UI_U_0606,ui_ux,ui_ux_designer,basic,no_foundation,Pertanyaan untuk ui_ux_designer level basic mengenai blocker no_foundation pada skill ui_principles?,single_choice,belum_paham|paham_dasar|cukup_paham,val_ui_ux_606,high
Q_CYBE_0607,cyber_security,soc_analyst,basic,no_foundation,Pertanyaan untuk soc_analyst level basic mengenai blocker no_foundation pada skill networking_fundamental?,single_choice,belum_paham|paham_dasar|cukup_paham,val_cyber_security_607,high
Q_WEB__0608,web_development,frontend_developer,beginner,no_starting_point,Pertanyaan untuk frontend_developer level beginner mengenai blocker no_starting_point pada skill css_basic?,single_choice,belum_paham|paham_dasar|cukup_paham,val_web_development_608,high
Q_UI_U_0609,ui_ux,ui_ux_designer,intermediate,no_portfolio,Pertanyaan untuk ui_ux_designer level intermediate mengenai blocker no_portfolio pada skill wireframing?,single_choice,belum_paham|paham_dasar|cukup_paham,val_ui_ux_609,high
Q_UI_U_0610,ui_ux,ui_ux_designer,advanced,no_portfolio,Pertanyaan untuk ui_ux_designer level advanced mengenai blocker no_portfolio pada skill ui_principles?,single_choice,belum_paham|paham_dasar|cukup_paham,val_ui_ux_610,high
Q_AI_M_0611,ai_ml,machine_learning_engineer,advanced,no_foundation,Pertanyaan untuk machine_learning_engineer level advanced mengenai blocker no_foundation pada skill mlops?,single_choice,belum_paham|paham_dasar|cukup_paham,val_ai_ml_611,high
Q_AI_M_0612,ai_ml,machine_learning_engineer,beginner,no_foundation,Pertanyaan untuk machine_learning_engineer level beginner mengenai blocker no_foundation pada skill mlops?,single_choice,belum_paham|paham_dasar|cukup_paham,val_ai_ml_612,high
Q_WEB__0613,web_development,frontend_developer,advanced,no_foundation,Pertanyaan untuk frontend_developer level advanced mengenai blocker no_foundation pada skill html_basic?,single_choice,belum_paham|paham_dasar|cukup_paham,val_web_development_613,high
Q_DATA_0614,data_science,data_analyst,advanced,no_portfolio,Pertanyaan untuk data_analyst level advanced mengenai blocker no_portfolio pada skill python_basic?,single_choice,belum_paham|paham_dasar|cukup_paham,val_data_science_614,high
Q_CYBE_0615,cyber_security,soc_analyst,basic,skill_gap_confusion,Pertanyaan untuk soc_analyst level basic mengenai blocker skill_gap_confusion pada skill linux_basic?,single_choice,belum_paham|paham_dasar|cukup_paham,val_cyber_security_615,high
Q_CYBE_0616,cyber_security,soc_analyst,intermediate,skill_gap_confusion,Pertanyaan untuk soc_analyst level intermediate mengenai blocker skill_gap_confusion pada skill linux_basic?,single_choice,belum_paham|paham_dasar|cukup_paham,val_cyber_security_616,high
Q_AI_M_0617,ai_ml,machine_learning_engineer,intermediate,no_portfolio,Pertanyaan untuk machine_learning_engineer level intermediate mengenai blocker no_portfolio pada skill python_basic?,single_choice,belum_paham|paham_dasar|cukup_paham,val_ai_ml_617,high
Q_UI_U_0618,ui_ux,ui_ux_designer,basic,no_portfolio,Pertanyaan untuk ui_ux_designer level basic mengenai blocker no_portfolio pada skill ui_principles?,single_choice,belum_paham|paham_dasar|cukup_paham,val_ui_ux_618,high
Q_DATA_0619,data_science,data_analyst,advanced,no_portfolio,Pertanyaan untuk data_analyst level advanced mengenai blocker no_portfolio pada skill python_basic?,single_choice,belum_paham|paham_dasar|cukup_paham,val_data_science_619,high
Q_WEB__0620,web_development,frontend_developer,intermediate,no_starting_point,Pertanyaan untuk frontend_developer level intermediate mengenai blocker no_starting_point pada skill html_basic?,single_choice,belum_paham|paham_dasar|cukup_paham,val_web_development_620,high
Q_AI_M_0621,ai_ml,machine_learning_engineer,beginner,no_foundation,Pertanyaan untuk machine_learning_engineer level beginner mengenai blocker no_foundation pada skill python_basic?,single_choice,belum_paham|paham_dasar|cukup_paham,val_ai_ml_621,high
Q_DATA_0622,data_science,data_analyst,basic,no_foundation,Pertanyaan untuk data_analyst level basic mengenai blocker no_foundation pada skill sql_basic?,single_choice,belum_paham|paham_dasar|cukup_paham,val_data_science_622,high
Q_WEB__0623,web_development,frontend_developer,beginner,no_portfolio,Pertanyaan untuk frontend_developer level beginner mengenai blocker no_portfolio pada skill javascript_basic?,single_choice,belum_paham|paham_dasar|cukup_paham,val_web_development_623,high
Q_UI_U_0624,ui_ux,ui_ux_designer,intermediate,no_foundation,Pertanyaan untuk ui_ux_designer level intermediate mengenai blocker no_foundation pada skill wireframing?,single_choice,belum_paham|paham_dasar|cukup_paham,val_ui_ux_624,high
Q_CYBE_0625,cyber_security,soc_analyst,advanced,no_starting_point,Pertanyaan untuk soc_analyst level advanced mengenai blocker no_starting_point pada skill linux_basic?,single_choice,belum_paham|paham_dasar|cukup_paham,val_cyber_security_625,high
Q_CYBE_0626,cyber_security,soc_analyst,intermediate,skill_gap_confusion,Pertanyaan untuk soc_analyst level intermediate mengenai blocker skill_gap_confusion pada skill log_analysis?,single_choice,belum_paham|paham_dasar|cukup_paham,val_cyber_security_626,high
Q_UI_U_0627,ui_ux,ui_ux_designer,advanced,skill_gap_confusion,Pertanyaan untuk ui_ux_designer level advanced mengenai blocker skill_gap_confusion pada skill figma?,single_choice,belum_paham|paham_dasar|cukup_paham,val_ui_ux_627,high
Q_UI_U_0628,ui_ux,ui_ux_designer,beginner,no_portfolio,Pertanyaan untuk ui_ux_designer level beginner mengenai blocker no_portfolio pada skill figma?,single_choice,belum_paham|paham_dasar|cukup_paham,val_ui_ux_628,high
Q_WEB__0629,web_development,frontend_developer,beginner,no_starting_point,Pertanyaan untuk frontend_developer level beginner mengenai blocker no_starting_point pada skill css_basic?,single_choice,belum_paham|paham_dasar|cukup_paham,val_web_development_629,high
Q_DATA_0630,data_science,data_analyst,beginner,no_portfolio,Pertanyaan untuk data_analyst level beginner mengenai blocker no_portfolio pada skill spreadsheet_basic?,single_choice,belum_paham|paham_dasar|cukup_paham,val_data_science_630,high
Q_AI_M_0631,ai_ml,machine_learning_engineer,basic,no_starting_point,Pertanyaan untuk machine_learning_engineer level basic mengenai blocker no_starting_point pada skill model_training?,single_choice,belum_paham|paham_dasar|cukup_paham,val_ai_ml_631,high
Q_UI_U_0632,ui_ux,ui_ux_designer,beginner,no_foundation,Pertanyaan untuk ui_ux_designer level beginner mengenai blocker no_foundation pada skill ui_principles?,single_choice,belum_paham|paham_dasar|cukup_paham,val_ui_ux_632,high
Q_AI_M_0633,ai_ml,machine_learning_engineer,advanced,skill_gap_confusion,Pertanyaan untuk machine_learning_engineer level advanced mengenai blocker skill_gap_confusion pada skill mlops?,single_choice,belum_paham|paham_dasar|cukup_paham,val_ai_ml_633,high
Q_WEB__0634,web_development,frontend_developer,basic,no_foundation,Pertanyaan untuk frontend_developer level basic mengenai blocker no_foundation pada skill html_basic?,single_choice,belum_paham|paham_dasar|cukup_paham,val_web_development_634,high
Q_CYBE_0635,cyber_security,soc_analyst,intermediate,no_foundation,Pertanyaan untuk soc_analyst level intermediate mengenai blocker no_foundation pada skill log_analysis?,single_choice,belum_paham|paham_dasar|cukup_paham,val_cyber_security_635,high
Q_UI_U_0636,ui_ux,ui_ux_designer,advanced,skill_gap_confusion,Pertanyaan untuk ui_ux_designer level advanced mengenai blocker skill_gap_confusion pada skill wireframing?,single_choice,belum_paham|paham_dasar|cukup_paham,val_ui_ux_636,high
Q_UI_U_0637,ui_ux,ui_ux_designer,advanced,no_foundation,Pertanyaan untuk ui_ux_designer level advanced mengenai blocker no_foundation pada skill figma?,single_choice,belum_paham|paham_dasar|cukup_paham,val_ui_ux_637,high
Q_CYBE_0638,cyber_security,soc_analyst,basic,skill_gap_confusion,Pertanyaan untuk soc_analyst level basic mengenai blocker skill_gap_confusion pada skill linux_basic?,single_choice,belum_paham|paham_dasar|cukup_paham,val_cyber_security_638,high
Q_CYBE_0639,cyber_security,soc_analyst,advanced,no_starting_point,Pertanyaan untuk soc_analyst level advanced mengenai blocker no_starting_point pada skill log_analysis?,single_choice,belum_paham|paham_dasar|cukup_paham,val_cyber_security_639,high
Q_CYBE_0640,cyber_security,soc_analyst,advanced,no_starting_point,Pertanyaan untuk soc_analyst level advanced mengenai blocker no_starting_point pada skill log_analysis?,single_choice,belum_paham|paham_dasar|cukup_paham,val_cyber_security_640,high
Q_CYBE_0641,cyber_security,soc_analyst,advanced,no_portfolio,Pertanyaan untuk soc_analyst level advanced mengenai blocker no_portfolio pada skill log_analysis?,single_choice,belum_paham|paham_dasar|cukup_paham,val_cyber_security_641,high
Q_UI_U_0642,ui_ux,ui_ux_designer,beginner,skill_gap_confusion,Pertanyaan untuk ui_ux_designer level beginner mengenai blocker skill_gap_confusion pada skill wireframing?,single_choice,belum_paham|paham_dasar|cukup_paham,val_ui_ux_642,high
Q_UI_U_0643,ui_ux,ui_ux_designer,basic,no_foundation,Pertanyaan untuk ui_ux_designer level basic mengenai blocker no_foundation pada skill wireframing?,single_choice,belum_paham|paham_dasar|cukup_paham,val_ui_ux_643,high
Q_CYBE_0644,cyber_security,soc_analyst,advanced,no_starting_point,Pertanyaan untuk soc_analyst level advanced mengenai blocker no_starting_point pada skill log_analysis?,single_choice,belum_paham|paham_dasar|cukup_paham,val_cyber_security_644,high
Q_AI_M_0645,ai_ml,machine_learning_engineer,intermediate,no_foundation,Pertanyaan untuk machine_learning_engineer level intermediate mengenai blocker no_foundation pada skill mlops?,single_choice,belum_paham|paham_dasar|cukup_paham,val_ai_ml_645,high
Q_CYBE_0646,cyber_security,soc_analyst,advanced,no_starting_point,Pertanyaan untuk soc_analyst level advanced mengenai blocker no_starting_point pada skill log_analysis?,single_choice,belum_paham|paham_dasar|cukup_paham,val_cyber_security_646,high
Q_AI_M_0647,ai_ml,machine_learning_engineer,intermediate,no_portfolio,Pertanyaan untuk machine_learning_engineer level intermediate mengenai blocker no_portfolio pada skill model_training?,single_choice,belum_paham|paham_dasar|cukup_paham,val_ai_ml_647,high
Q_WEB__0648,web_development,frontend_developer,beginner,no_starting_point,Pertanyaan untuk frontend_developer level beginner mengenai blocker no_starting_point pada skill css_basic?,single_choice,belum_paham|paham_dasar|cukup_paham,val_web_development_648,high
Q_DATA_0649,data_science,data_analyst,intermediate,no_starting_point,Pertanyaan untuk data_analyst level intermediate mengenai blocker no_starting_point pada skill sql_basic?,single_choice,belum_paham|paham_dasar|cukup_paham,val_data_science_649,high
Q_WEB__0650,web_development,frontend_developer,beginner,no_portfolio,Pertanyaan untuk frontend_developer level beginner mengenai blocker no_portfolio pada skill html_basic?,single_choice,belum_paham|paham_dasar|cukup_paham,val_web_development_650,high
Q_UI_U_0651,ui_ux,ui_ux_designer,beginner,no_foundation,Pertanyaan untuk ui_ux_designer level beginner mengenai blocker no_foundation pada skill ui_principles?,single_choice,belum_paham|paham_dasar|cukup_paham,val_ui_ux_651,high
Q_CYBE_0652,cyber_security,soc_analyst,advanced,skill_gap_confusion,Pertanyaan untuk soc_analyst level advanced mengenai blocker skill_gap_confusion pada skill networking_fundamental?,single_choice,belum_paham|paham_dasar|cukup_paham,val_cyber_security_652,high
Q_AI_M_0653,ai_ml,machine_learning_engineer,beginner,no_starting_point,Pertanyaan untuk machine_learning_engineer level beginner mengenai blocker no_starting_point pada skill python_basic?,single_choice,belum_paham|paham_dasar|cukup_paham,val_ai_ml_653,high
Q_WEB__0654,web_development,frontend_developer,intermediate,no_starting_point,Pertanyaan untuk frontend_developer level intermediate mengenai blocker no_starting_point pada skill html_basic?,single_choice,belum_paham|paham_dasar|cukup_paham,val_web_development_654,high
Q_WEB__0655,web_development,frontend_developer,intermediate,no_starting_point,Pertanyaan untuk frontend_developer level intermediate mengenai blocker no_starting_point pada skill javascript_basic?,single_choice,belum_paham|paham_dasar|cukup_paham,val_web_development_655,high
Q_DATA_0656,data_science,data_analyst,advanced,no_foundation,Pertanyaan untuk data_analyst level advanced mengenai blocker no_foundation pada skill python_basic?,single_choice,belum_paham|paham_dasar|cukup_paham,val_data_science_656,high
Q_DATA_0657,data_science,data_analyst,intermediate,no_portfolio,Pertanyaan untuk data_analyst level intermediate mengenai blocker no_portfolio pada skill python_basic?,single_choice,belum_paham|paham_dasar|cukup_paham,val_data_science_657,high
Q_WEB__0658,web_development,frontend_developer,basic,no_portfolio,Pertanyaan untuk frontend_developer level basic mengenai blocker no_portfolio pada skill javascript_basic?,single_choice,belum_paham|paham_dasar|cukup_paham,val_web_development_658,high
Q_AI_M_0659,ai_ml,machine_learning_engineer,advanced,skill_gap_confusion,Pertanyaan untuk machine_learning_engineer level advanced mengenai blocker skill_gap_confusion pada skill mlops?,single_choice,belum_paham|paham_dasar|cukup_paham,val_ai_ml_659,high
Q_DATA_0660,data_science,data_analyst,beginner,no_foundation,Pertanyaan untuk data_analyst level beginner mengenai blocker no_foundation pada skill python_basic?,single_choice,belum_paham|paham_dasar|cukup_paham,val_data_science_660,high
Q_UI_U_0661,ui_ux,ui_ux_designer,advanced,no_portfolio,Pertanyaan untuk ui_ux_designer level advanced mengenai blocker no_portfolio pada skill ui_principles?,single_choice,belum_paham|paham_dasar|cukup_paham,val_ui_ux_661,high
